From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	SUPFAM	Pfam	InterPro
Q2Y7X4	Q2Y7X4	reviewed	DAPE_NITMU	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	dapE Nmul_A1852	Nitrosospira multiformis (strain ATCC 25196 / NCIMB 11849 / C 71)	378	SSF55031;SSF53187;	PF07687;PF01546;	IPR036264;IPR005941;IPR002933;IPR011650;IPR050072;
Q13XA2	Q13XA2	reviewed	DAPE_PARXL	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	dapE Bxeno_A2749 Bxe_A1668	Paraburkholderia xenovorans (strain LB400)	379	SSF55031;SSF53187;	PF07687;PF01546;	IPR001261;IPR036264;IPR005941;IPR002933;IPR011650;IPR050072;
Q6VE94	Q6VE94	reviewed	DAPE_PSESY	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	dapE	Pseudomonas syringae pv. syringae	378	SSF55031;SSF53187;	PF07687;PF01546;	IPR001261;IPR036264;IPR005941;IPR002933;IPR011650;IPR050072;
B3QCH4	B3QCH4	reviewed	DAPE_RHOPT	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	dapE Rpal_0628	Rhodopseudomonas palustris (strain TIE-1)	387	SSF55031;SSF53187;	PF07687;PF01546;	IPR036264;IPR005941;IPR002933;IPR011650;IPR050072;
B5F0L0	B5F0L0	reviewed	DAPE_SALA4	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	dapE SeAg_B2627	Salmonella agona (strain SL483)	375	SSF55031;SSF53187;	PF07687;PF01546;	IPR001261;IPR036264;IPR005941;IPR002933;IPR011650;IPR050072;
C0PYS5	C0PYS5	reviewed	DAPE_SALPC	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	dapE SPC_1176	Salmonella paratyphi C (strain RKS4594)	375	SSF55031;SSF53187;	PF07687;PF01546;	IPR001261;IPR036264;IPR005941;IPR002933;IPR011650;IPR050072;
Q12N78	Q12N78	reviewed	DAPE_SHEDO	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	dapE Sden_1814	Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013)	376	SSF55031;SSF53187;	PF07687;PF01546;	IPR036264;IPR005941;IPR002933;IPR011650;IPR050072;
Q0HJ36	Q0HJ36	reviewed	DAPE_SHESM	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	dapE Shewmr4_1857	Shewanella sp. (strain MR-4)	381	SSF55031;SSF53187;	PF07687;PF01546;	IPR001261;IPR036264;IPR005941;IPR002933;IPR011650;IPR050072;
A1RJ78	A1RJ78	reviewed	DAPE_SHESW	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	dapE Sputw3181_1888	Shewanella sp. (strain W3-18-1)	379	SSF55031;SSF53187;	PF07687;PF01546;	IPR001261;IPR036264;IPR005941;IPR002933;IPR011650;IPR050072;
C5BQE9	C5BQE9	reviewed	DAPE_TERTT	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	dapE TERTU_0998	Teredinibacter turnerae (strain ATCC 39867 / T7901)	375	SSF55031;SSF53187;	PF07687;PF01546;	IPR036264;IPR005941;IPR002933;IPR011650;IPR050072;
B0B802	B0B802	reviewed	DAPF_CHLT2	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF CTL0689	Chlamydia trachomatis serovar L2 (strain ATCC VR-902B / DSM 19102 / 434/Bu)	275	SSF54506;	PF01678;	IPR053407;IPR018510;IPR001653;
B7MH73	B7MH73	reviewed	DAPF_ECO45	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF ECS88_4235	Escherichia coli O45:K1 (strain S88 / ExPEC)	274	SSF54506;	PF01678;	IPR018510;IPR001653;
Q4QME8	Q4QME8	reviewed	DAPF_HAEI8	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF NTHI0906	Haemophilus influenzae (strain 86-028NP)	274	SSF54506;	PF01678;	IPR018510;IPR001653;
Q5ZYK6	Q5ZYK6	reviewed	DAPF_LEGPH	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF lpg0366	Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)	277	SSF54506;	PF01678;	IPR001653;
B4F1X7	B4F1X7	reviewed	DAPF_PROMH	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF PMI3336	Proteus mirabilis (strain HI4320)	274	SSF54506;	PF01678;	IPR018510;IPR001653;
Q02E84	Q02E84	reviewed	DAPF_PSEAB	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF PA14_69690	Pseudomonas aeruginosa (strain UCBPP-PA14)	276	SSF54506;	PF01678;	IPR018510;IPR001653;
O69969	O69969	reviewed	DAPF_STRCO	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF SCO5793 SC4H2.14	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	289	SSF54506;	PF01678;	IPR018510;IPR001653;
B0U6U5	B0U6U5	reviewed	DAPF_XYLFM	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF Xfasm12_0823	Xylella fastidiosa (strain M12)	284	SSF54506;	PF01678;	IPR018510;IPR001653;
A1JI90	A1JI90	reviewed	DAPF_YERE8	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF YE0192	Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081)	274	SSF54506;	PF01678;	IPR018510;IPR001653;
B7HMV2	B7HMV2	reviewed	DAPH_BACC7	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase (EC 2.3.1.89) (Tetrahydrodipicolinate N-acetyltransferase) (THP acetyltransferase) (Tetrahydropicolinate acetylase)	dapH BCAH187_A4101	Bacillus cereus (strain AH187)	240	SSF51161;	PF08503;PF00132;PF14602;	IPR019873;IPR013710;IPR001451;IPR018357;IPR050179;IPR011004;
Q1WUQ8	Q1WUQ8	reviewed	DAPH_LIGS1	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase (EC 2.3.1.89) (Tetrahydrodipicolinate N-acetyltransferase) (THP acetyltransferase) (Tetrahydropicolinate acetylase)	dapH LSL_0468	Ligilactobacillus salivarius (strain UCC118) (Lactobacillus salivarius)	234	SSF51161;	PF08503;PF00132;PF14602;	IPR019873;IPR013710;IPR001451;IPR018357;IPR050179;IPR011004;
A4W4B5	A4W4B5	reviewed	DAPH_STRS2	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase (EC 2.3.1.89) (Tetrahydrodipicolinate N-acetyltransferase) (THP acetyltransferase) (Tetrahydropicolinate acetylase)	dapH SSU98_2047	Streptococcus suis (strain 98HAH33)	232	SSF51161;	PF08503;PF00132;PF14602;	IPR019873;IPR013710;IPR001451;IPR018357;IPR050179;IPR011004;
P53355	P53355	reviewed	DAPK1_HUMAN	Death-associated protein kinase 1 (DAP kinase 1) (EC 2.7.11.1)	DAPK1 DAPK	Homo sapiens (Human)	1430	SSF48403;SSF47986;SSF52540;SSF56112;	PF00023;PF12796;PF00531;PF00069;	IPR002110;IPR036770;IPR020676;IPR011029;IPR000488;IPR011009;IPR027417;IPR000719;IPR017441;IPR020859;IPR008271;
Q3IX78	Q3IX78	reviewed	DAP_CERS4	D-aminopeptidase (EC 3.4.11.19)	dap RHOS4_32880 RSP_3246	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.) (Rhodobacter sphaeroides)	516	SSF56601;SSF50886;	PF00144;PF07930;	IPR050491;IPR001466;IPR012338;IPR027279;IPR023645;IPR012856;
P9WMA9	P9WMA9	reviewed	DATIN_MYCTU	Dormancy associated translation inhibitor (DATIN)	Rv0079	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	273		PF16321;	IPR050574;IPR032528;IPR038416;
Q0P593	Q0P593	reviewed	DAW1_BOVIN	Dynein assembly factor with WD repeat domains 1 (Outer row dynein assembly protein 16 homolog) (WD repeat-containing protein 69)	DAW1 WDR69	Bos taurus (Bovine)	415	SSF50978;	PF00400;	IPR020472;IPR015943;IPR019775;IPR036322;IPR001680;
P0ACF5	P0ACF5	reviewed	DBHB_ECOL6	DNA-binding protein HU-beta (HU-1) (NS1)	hupB c0556	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	90	SSF47729;	PF00216;	IPR000119;IPR020816;IPR010992;
P0A1R9	P0A1R9	reviewed	DBHB_SALTI	DNA-binding protein HU-beta (HU-1) (NS1)	hupB STY0493 t2409	Salmonella typhi	90	SSF47729;	PF00216;	IPR000119;IPR020816;IPR010992;
Q59LU0	Q59LU0	reviewed	DBP2_CANAL	ATP-dependent RNA helicase DBP2 (EC 3.6.4.13)	DBP2 CAALFM_CR02530WA CaO19.171 CaO19.7804	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	562	SSF52540;	PF00270;PF00271;	IPR011545;IPR014001;IPR001650;IPR027417;IPR000629;IPR014014;
Q4PHU9	Q4PHU9	reviewed	DBP2_USTMA	ATP-dependent RNA helicase DBP2 (EC 3.6.4.13)	DBP2 UMAG_10095	Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus)	552	SSF52540;	PF00270;PF00271;	IPR011545;IPR014001;IPR001650;IPR027417;IPR000629;IPR014014;
Q7RZ35	Q7RZ35	reviewed	DBP4_NEUCR	ATP-dependent RNA helicase dbp-4 (EC 3.6.4.13)	dbp-4 G21B4.220 NCU04439	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	823	SSF52540;	PF00270;PF13959;PF00271;	IPR011545;IPR025313;IPR014001;IPR001650;IPR027417;IPR000629;
Q2U8K6	Q2U8K6	reviewed	DBP5_ASPOR	ATP-dependent RNA helicase dbp5 (EC 3.6.4.13)	dbp5 AO090701000397	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	487	SSF52540;	PF00270;PF00271;	IPR011545;IPR014001;IPR001650;IPR027417;IPR000629;IPR014014;
Q8TFL3	Q8TFL3	reviewed	DBP7_CANGA	ATP-dependent RNA helicase DBP7 (EC 3.6.4.13)	DBP7 CAGL0L03047g	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus)	715	SSF52540;	PF00270;PF13959;PF00271;	IPR011545;IPR025313;IPR014001;IPR001650;IPR027417;
Q6BKH3	Q6BKH3	reviewed	DBP7_DEBHA	ATP-dependent RNA helicase DBP7 (EC 3.6.4.13)	DBP7 DEHA2F21978g	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	798	SSF52540;	PF00270;PF13959;PF00271;	IPR011545;IPR025313;IPR014001;IPR001650;IPR027417;IPR014014;
Q6C835	Q6C835	reviewed	DBP7_YARLI	ATP-dependent RNA helicase DBP7 (EC 3.6.4.13)	DBP7 YALI0D23133g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	799	SSF52540;	PF00270;PF13959;PF00271;	IPR011545;IPR025313;IPR014001;IPR001650;IPR027417;
Q756G5	Q756G5	reviewed	DBP8_EREGS	ATP-dependent RNA helicase DBP8 (EC 3.6.4.13)	DBP8 AER301C	Eremothecium gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Ashbya gossypii)	435	SSF52540;	PF00270;PF00271;	IPR011545;IPR050079;IPR014001;IPR001650;IPR027417;IPR014014;
Q9S7T9	Q9S7T9	reviewed	DCAM2_ARATH	S-adenosylmethionine decarboxylase proenzyme 2 (AdoMetDC2) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase 2 alpha chain; S-adenosylmethionine decarboxylase 2 beta chain]	SAMDC2 At5g15950 F1N13.90	Arabidopsis thaliana (Mouse-ear cress)	362	SSF56276;	PF01536;	IPR048283;IPR001985;IPR016067;IPR018166;
Q9NGA0	Q9NGA0	reviewed	DCAM_LEIIN	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase alpha chain; S-adenosylmethionine decarboxylase beta chain]		Leishmania infantum	392	SSF56276;	PF01536;	IPR048283;IPR001985;IPR016067;IPR018166;
Q63155	Q63155	reviewed	DCC_RAT	Netrin receptor DCC (Tumor suppressor protein DCC)	Dcc	Rattus norvegicus (Rat)	1445	SSF49265;SSF48726;	PF00041;PF07679;PF13895;PF06583;	IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR010560;
Q9KCM5	Q9KCM5	reviewed	DCDA_HALH5	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	lysA BH1544	Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)	439	SSF50621;SSF51419;	PF02784;PF00278;	IPR009006;IPR002986;IPR022643;IPR022657;IPR022644;IPR000183;IPR029066;
A1T2M8	A1T2M8	reviewed	DCDB_MYCVP	dCTP deaminase, dUMP-forming (EC 3.5.4.30) (Bifunctional dCTP deaminase:dUTPase) (DCD-DUT)	dcd Mvan_0589	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1) (Mycobacterium vanbaalenii)	190	SSF51283;	PF00692;	IPR011962;IPR029054;IPR036157;IPR033704;
B7J7X4	B7J7X4	reviewed	DCD_ACIF2	dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)	dcd AFE_2660	Acidithiobacillus ferrooxidans (strain ATCC 23270 / DSM 14882 / CIP 104768 / NCIMB 8455) (Ferrobacillus ferrooxidans (strain ATCC 23270))	188	SSF51283;	PF00692;	IPR011962;IPR029054;IPR036157;IPR033704;
O84042	O84042	reviewed	DCD_CHLTR	dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)	dcd CT_039	Chlamydia trachomatis serovar D (strain ATCC VR-885 / DSM 19411 / UW-3/Cx)	190	SSF51283;	PF00692;	IPR011962;IPR029054;IPR036157;IPR033704;
C4K8I1	C4K8I1	reviewed	DCD_HAMD5	dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)	dcd HDEF_0043	Hamiltonella defensa subsp. Acyrthosiphon pisum (strain 5AT)	193	SSF51283;	PF00692;	IPR011962;IPR029054;IPR036157;IPR033704;
Q5X0R9	Q5X0R9	reviewed	DCD_LEGPA	dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)	dcd lpp3027	Legionella pneumophila (strain Paris)	188	SSF51283;	PF00692;	IPR011962;IPR029054;IPR036157;IPR033704;
B2JEP7	B2JEP7	reviewed	DCD_PARP8	dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)	dcd Bphy_2187	Paraburkholderia phymatum (strain DSM 17167 / CIP 108236 / LMG 21445 / STM815) (Burkholderia phymatum)	189	SSF51283;	PF00692;	IPR011962;IPR029054;IPR036157;IPR033704;
Q6D7B3	Q6D7B3	reviewed	DCD_PECAS	dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)	dcd ECA1412	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	193	SSF51283;	PF00692;	IPR011962;IPR029054;IPR036157;IPR033704;
A5VDM8	A5VDM8	reviewed	DCD_RHIWR	dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)	dcd Swit_4050	Rhizorhabdus wittichii (strain DSM 6014 / CCUG 31198 / JCM 15750 / NBRC 105917 / EY 4224 / RW1) (Sphingomonas wittichii)	184	SSF51283;		IPR011962;IPR036157;IPR033704;
Q87AD1	Q87AD1	reviewed	DCD_XYLFT	dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)	dcd PD_1895	Xylella fastidiosa (strain Temecula1 / ATCC 700964)	191	SSF51283;	PF00692;	IPR011962;IPR029054;IPR036157;IPR033704;
P48319	P48319	reviewed	DCE1_PIG	Glutamate decarboxylase 1 (EC 4.1.1.15) (67 kDa glutamic acid decarboxylase) (GAD-67) (Glutamate decarboxylase 67 kDa isoform)	GAD1 GAD67	Sus scrofa (Pig)	594	SSF53383;	PF00282;	IPR002129;IPR015424;IPR015421;IPR021115;
P19916	P19916	reviewed	DCML_PSECH	Carbon monoxide dehydrogenase large chain (CO dehydrogenase subunit L) (CO-DH L) (EC 1.2.5.3)	cutL	Pseudomonas carboxydohydrogena (Seliberia carboxydohydrogena)	4			
P11926	P11926	reviewed	DCOR_HUMAN	Ornithine decarboxylase (ODC) (EC 4.1.1.17)	ODC1	Homo sapiens (Human)	461	SSF50621;SSF51419;	PF02784;PF00278;	IPR009006;IPR022643;IPR022657;IPR022644;IPR022653;IPR000183;IPR002433;IPR029066;
P24169	P24169	reviewed	DCOS_ECOLI	Inducible ornithine decarboxylase (EC 4.1.1.17)	speF b0693 JW0680	Escherichia coli (strain K12)	732	SSF52172;SSF55904;SSF53383;	PF01276;PF03711;PF03709;	IPR011006;IPR027568;IPR005308;IPR011193;IPR000310;IPR027464;IPR008286;IPR036633;IPR015424;IPR015421;IPR015422;
Q5R413	Q5R413	reviewed	DCP1B_PONAB	mRNA-decapping enzyme 1B (EC 3.6.1.62)	DCP1B	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	609	SSF50729;	PF06058;PF16741;	IPR010334;IPR031953;IPR011993;
Q09884	Q09884	reviewed	DCR1_SCHPO	Protein Dicer (Cell cycle control protein dcr1) (RNA interference pathway protein dcr1) [Includes: Endoribonuclease dcr1 (EC 3.1.26.-); ATP-dependent helicase dcr1 (EC 3.6.4.-)]	dcr1 SPCC188.13c SPCC584.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1374	SSF52540;SSF69065;	PF03368;PF00271;PF04851;PF00636;	IPR038248;IPR005034;IPR006935;IPR014001;IPR001650;IPR027417;IPR000999;IPR036389;
Q5FW42	Q5FW42	reviewed	DCTN2_XENTR	Dynactin subunit 2	dctn2	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	405		PF04912;	IPR028133;
Q9QY93	Q9QY93	reviewed	DCTP1_MOUSE	dCTP pyrophosphatase 1 (EC 3.6.1.12) (Deoxycytidine-triphosphatase 1) (dCTPase 1) (RS21-C6)	Dctpp1 Tdrg-TL1	Mus musculus (Mouse)	170	SSF101386;	PF12643;	IPR052555;IPR025984;
P0ABN8	P0ABN8	reviewed	DCUA_SHIFL	C4-dicarboxylate transporter DcuA	dcuA SF4292 S4559	Shigella flexneri	433		PF03605;	IPR004668;
Q2IPY2	Q2IPY2	reviewed	DCUP_ANADE	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE Adeh_1088	Anaeromyxobacter dehalogenans (strain 2CP-C)	346	SSF51726;	PF01208;	IPR038071;IPR006361;IPR000257;
Q8X6X5	Q8X6X5	reviewed	DCUP_ECO57	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE Z5572 ECs4920	Escherichia coli O157:H7	354	SSF51726;	PF01208;	IPR038071;IPR006361;IPR000257;
A1KT40	A1KT40	reviewed	DCUP_NEIMF	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE NMC0733	Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM 15464 / FAM18)	354	SSF51726;	PF01208;	IPR038071;IPR006361;IPR000257;
Q2GCG4	Q2GCG4	reviewed	DCUP_NEOSM	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE NSE_0968	Neorickettsia sennetsu (strain ATCC VR-367 / Miyayama) (Ehrlichia sennetsu)	324	SSF51726;	PF01208;	IPR038071;IPR006361;IPR000257;
Q13SQ6	Q13SQ6	reviewed	DCUP_PARXL	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE Bxeno_A4345 Bxe_A0044	Paraburkholderia xenovorans (strain LB400)	366	SSF51726;	PF01208;	IPR038071;IPR006361;IPR000257;
B5BJR6	B5BJR6	reviewed	DCUP_SALPK	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE SSPA3719	Salmonella paratyphi A (strain AKU_12601)	354	SSF51726;	PF01208;	IPR038071;IPR006361;IPR000257;
Q9KV26	Q9KV26	reviewed	DCUP_VIBCH	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE VC_0332	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	355	SSF51726;	PF01208;	IPR038071;IPR006361;IPR000257;
J9RYI6	J9RYI6	reviewed	DCVR_CUCSA	Divinyl chlorophyllide a 8-vinyl-reductase, chloroplastic (EC 1.3.1.75)	DVR	Cucumis sativus (Cucumber)	419	SSF51735;	PF13460;	IPR044201;IPR016040;IPR036291;
Q6FLP9	Q6FLP9	reviewed	DCW1_CANGA	Mannan endo-1,6-alpha-mannosidase DCW1 (EC 3.2.1.101) (Defective cell wall 1) (Endo-alpha-1->6-D-mannanase DCW1)	DCW1 CAGL0L01727g	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus)	446	SSF48208;	PF03663;	IPR008928;IPR005198;IPR014480;
B7MCH6	B7MCH6	reviewed	DCYD_ECO45	D-cysteine desulfhydrase (EC 4.4.1.15)	dcyD ECS88_1973	Escherichia coli O45:K1 (strain S88 / ExPEC)	328	SSF53686;	PF00291;	IPR027278;IPR005966;IPR023702;IPR001926;IPR036052;
B1X677	B1X677	reviewed	DCYD_ECODH	D-cysteine desulfhydrase (EC 4.4.1.15)	dcyD ECDH10B_2060	Escherichia coli (strain K12 / DH10B)	328	SSF53686;	PF00291;	IPR027278;IPR005966;IPR023702;IPR001926;IPR036052;
A6TB69	A6TB69	reviewed	DCYD_KLEP7	D-cysteine desulfhydrase (EC 4.4.1.15)	dcyD KPN78578_23790 KPN_02417	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)	328	SSF53686;	PF00291;	IPR027278;IPR005966;IPR023702;IPR001926;IPR036052;
Q9D9Z5	Q9D9Z5	reviewed	DDA1_MOUSE	DET1- and DDB1-associated protein 1	Dda1	Mus musculus (Mouse)	102		PF10172;	IPR033575;IPR018276;
B0M0P5	B0M0P5	reviewed	DDB1_DICDI	DNA damage-binding protein 1 (DNA repair protein E) (UV-damaged DNA-binding protein 1)	repE ddb1 DDB_G0286013	Dictyostelium discoideum (Social amoeba)	1181	SSF50998;SSF50978;	PF03178;PF10433;	IPR004871;IPR018846;IPR011047;IPR050358;IPR015943;IPR036322;
Q9HWI0	Q9HWI0	reviewed	DDLA_PSEAE	D-alanine--D-alanine ligase A (EC 6.3.2.4) (D-Ala-D-Ala ligase A) (D-alanylalanine synthetase A)	ddlA PA4201	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	346	SSF56059;SSF52440;	PF07478;PF01820;	IPR011761;IPR013815;IPR000291;IPR005905;IPR011095;IPR011127;IPR016185;
Q9KCF0	Q9KCF0	reviewed	DDL_HALH5	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl ddlA BH1621	Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)	305	SSF56059;SSF52440;	PF07478;PF01820;	IPR011761;IPR013815;IPR000291;IPR005905;IPR011095;IPR011127;IPR016185;
A0Q4A6	A0Q4A6	reviewed	DDL_FRATN	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl FTN_0161	Francisella tularensis subsp. novicida (strain U112)	296	SSF56059;SSF52440;	PF07478;	IPR011761;IPR013815;IPR000291;IPR005905;IPR011095;IPR016185;
Q74LS5	Q74LS5	reviewed	DDL_LACJO	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl LJ_0108	Lactobacillus johnsonii (strain CNCM I-12250 / La1 / NCC 533)	361	SSF56059;SSF52440;	PF07478;PF01820;	IPR011761;IPR013815;IPR000291;IPR005905;IPR011095;IPR011127;IPR016185;
Q9CBS0	Q9CBS0	reviewed	DDL_MYCLE	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl ddlA ML1678	Mycobacterium leprae (strain TN)	384	SSF56059;SSF52440;	PF07478;PF01820;	IPR011761;IPR013815;IPR000291;IPR005905;IPR011095;IPR011127;IPR016185;
A6LFD0	A6LFD0	reviewed	DDL_PARD8	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl BDI_2675	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	330	SSF56059;SSF52440;	PF07478;PF01820;	IPR011761;IPR013815;IPR000291;IPR005905;IPR011095;IPR011127;IPR016185;
B4ETX3	B4ETX3	reviewed	DDL_PROMH	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl PMI1243	Proteus mirabilis (strain HI4320)	366	SSF56059;SSF52440;	PF07478;PF01820;	IPR011761;IPR013815;IPR000291;IPR005905;IPR011095;IPR011127;IPR016185;
A5IKG2	A5IKG2	reviewed	DDL_THEP1	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl Tpet_0665	Thermotoga petrophila (strain ATCC BAA-488 / DSM 13995 / JCM 10881 / RKU-1)	303	SSF56059;SSF52440;	PF07478;PF01820;	IPR011761;IPR013815;IPR000291;IPR005905;IPR011095;IPR011127;IPR016185;
