Uniprot ID,Substrate (including stereochemistry),Name of product,Class (I or II)
Q7XYS9,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
Q7XYS9,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
Q7XAS7,dimethylallyl PP,isoprene,Class I
Q7X9A3,"(2E,6E)-FPP",(+)-5-epi-aristolochene,Class I
Q7LJR6,"(2E,6E)-FPP",trichodiene,Class I
Q7LJF8,"(2E,6E)-FPP",trichodiene,Class I
Q796C3,(R)-tetraprenyl-β-curcumene,sporulenol,Class II
Q764T8,"(S)-2,3-epoxysqualene",lupeol,Class II
Q75WN1,(2E)-GPP,limonene,Class I
Q71MJ3,"(2E,6E)-FPP",(+)-valencene,Class I
Q70EZ7,"(2E,6E)-FPP",(−)-germacrene D,Class I
Q70EZ6,"(2E,6E)-FPP",(−)-germacrene D,Class I
Q6ZJL3,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
Q6ZH94,(2E)-GPP,(S)-linalool,Class I
Q6Z5J6,ent-copalyl diphosphate,"ent-pimara-8(14),15-diene",Class I
Q6Z5I0,"(2E,6E,10E)-GGPP","5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)",Class II
Q6Z2X6,"(S)-2,3-epoxysqualene",cycloartenol,Class II
Q6YN71,"(2E,6E)-FPP",(+)-(R)-germacrene A,Class I
Q6XDB5,(2E)-GPP,(−)-α-pinene,Class I
Q6XDB5,(2E)-GPP,(−)-β-pinene,Class I
Q6WP50,"(2E,6E)-FPP",presilphiperfolan-8β-ol,Class I
Q6USK1,(2E)-GPP,geraniol,Class I
Q6TH92,"(2E,6E)-FPP",(+)-germacrene D,Class I
Q6TH91,"(2E,6E)-FPP",(−)-germacrene D,Class I
Q6TBY0,"(2E,6E,10E)-GGPP","taxa-4,11-diene",Class I
Q6SA60,"(2E,6E,10E)-GGPP","taxa-4,11-diene",Class I
Q6QZW8,"(S)-2,3-epoxysqualene",β-amyrin,Class II
Q6QZW7,"(S)-2,3-epoxysqualene",cycloartenol,Class II
Q6Q3H3,"(2E,6E)-FPP",γ-cadinene,Class I
Q6Q3H3,"(2E,6E)-FPP",(−)-germacrene D,Class I
Q6Q3H2,"(2E,6E)-FPP",(+)-valencene,Class I
Q6Q3H2,"(2E,6E)-FPP",(-)-7-epi-α-selinene,Class I
Q6Q3H2,"(2E,6E)-FPP",β-caryophyllene,Class I
Q6Q3H2,"(2E,6E)-FPP",germacrene D,Class I
Q6Q3H2,"(2E,6E)-FPP",α-humulene,Class I
Q6Q3H2,"(2E,6E)-FPP",aristolochene,Class I
Q6PWU2,(2E)-GPP,(S)-(−)-α-terpineol,Class I
Q6N3F2,"(2E,6E)-FPP",presqualene diphosphate(3−),prenyl
Q6N3F1,presqualene PP,(R)-12-hydroxysqualene,prenyl
Q6JD73,"(2E,6E)-FPP",7-epi-sesquithujene,Class I
Q6JD73,"(2E,6E)-FPP",(−)-exo-α-bergamotene,Class I
Q6JD73,"(2E,6E)-FPP",(S)-β-bisabolene,Class I
Q6JD73,"(2E,6E)-FPP",γ-curcumene,Class I
Q6JD73,"(2E,6E)-FPP",sesquisabinene A,Class I
Q6JD73,"(2Z,6E)-FPP",(−)-β-curcumene,Class I
Q6JD71,Negative,,
Q6JD70,"(2E,6E)-FPP",sesquithujene,Class I
Q6JD70,"(2E,6E)-FPP",(S)-β-bisabolene,Class I
Q6JD70,"(2E,6E)-FPP",(−)-endo-α-bergamotene,Class I
Q6JD70,"(2E,6E)-FPP",(−)-β-curcumene,Class I
Q6JD70,"(2E,6E)-FPP",γ-curcumene,Class I
Q6JD70,"(2E,6E)-FPP",sesquisabinene B,Class I
Q6IWA3,"(S)-2,3-epoxysqualene",β-amyrin,Class II
Q6IW97,"(S)-2,3-epoxysqualene",β-amyrin,Class II
Q6F5H3,(2E)-GPP,(4R)-limonene,Class I
Q6F5H2,(2E)-GPP,(4R)-limonene,Class I
Q6F5H1,(2E)-GPP,γ-terpinene,Class I
Q6F5H0,(2E)-GPP,γ-terpinene,Class I
Q6F5G9,(2E)-GPP,(−)-β-pinene,Class I
Q6F5E6,"isopentenyl PP; (2E,6E)-FPP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
Q6F596,dimethylallyl PP; isopentenyl PP,"2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
Q6F596,(2E)-GPP; isopentenyl PP,"2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
Q6F596,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
Q6ET36,"(2E,6E,10E)-GGPP",ent-copalyl diphosphate,Class II
Q6EJ97,dimethylallyl PP,isoprene,Class I
Q6EI12,"(2E,6E,10E)-GGPP",15-cis-phytoene,prenyl
Q6E7D7,"(2E,6E,10E)-GGPP","5α,9β,10α-labda-8(20),13-dien-15-yl diphosphate(3−)",Class II
Q6BE25,"(S)-2,3-epoxysqualene",cycloartenol,Class II
Q6BE24,"(S)-2,3-epoxysqualene",cucurbitadienol,Class II
Q6BDZ9,9α-copalyl PP,stemar-13-ene,Class I
Q6A1B7,"(2E,6E)-FPP",trichodiene,Class I
Q67DX4,"(2E,6E,10E)-GGPP","taxa-4,11-diene",Class I
Q675L6,"(2E,6E)-FPP",(E)-α-bisabolene,Class I
Q675L5,"(2E,6E,10E)-GGPP","5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−)",Class II
Q675L5,(+)-copalyl diphosphate,"isopimara-7,15-diene",Class I
Q675L4,"(2E,6E,10E)-GGPP","5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−)",Class II
Q675L4,(+)-copalyl diphosphate,"abieta-8(14),12-diene",Class I
Q675L1,(2E)-GPP,(4S)-limonene,Class I
Q675L0,"(2E,6E)-FPP",longifolene,Class I
Q673F9,ent-copalyl diphosphate,ent-kaurene,Class I
Q672F7,(2E)-GPP,tricyclene,Class I
Q672F7,(2E)-GPP,(E)-β-ocimene,Class I
Q66QH3,9α-copalyl PP,"9β-pimara-7,15-diene",Class I
Q66PX8,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
Q65164,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
Q65164,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
Q64K29,"(2E,6E)-FPP",(−)-germacrene D,Class I
Q5Z5B7,"(2E,6E,10E)-GGPP",15-cis-phytoene,prenyl
Q5W283,"(2E,6E)-FPP","cis-muurola-3,5-diene",Class I
Q5W283,"(2E,6E)-FPP","cis-muurola-4(14),5-diene",Class I
Q5UB07,(2E)-GPP,tricyclene,Class I
Q5SBP7,"(2E,6E)-FPP",(+)-β-selinene,Class I
Q5SBP7,"(2E,6E)-FPP",α-selinene,Class I
Q5SBP6,"(2E,6E)-FPP",(−)-germacrene D,Class I
Q5SBP5,"(2E,6E)-FPP",(+)-γ-cadinene,Class I
Q5SBP4,"(2E,6E)-FPP",zingiberene,Class I
Q5SBP3,(2E)-GPP,R-linalool,Class I
Q5SBP2,(2E)-GPP,(−)-endo-fenchol,Class I
Q5SBP1,(2E)-GPP,β-myrcene,Class I
Q5SBP0,(2E)-GPP,terpinolene,Class I
Q5R6U3,"(2E,6E)-FPP",squalene,prenyl
Q5R6U3,presqualene PP,squalene,prenyl
Q5NP67,presqualene PP,(R)-12-hydroxysqualene,prenyl
Q5MQ85,"(2E,6E,10E)-GGPP",ent-copalyl diphosphate,Class II
Q5KSN5,"(2E,6E,10E)-GGPP",ent-copalyl diphosphate,Class II
Q5KSN4,ent-copalyl diphosphate,"ent-pimara-9(11),15-diene",Class I
Q5GJ60,"(2E,6E)-FPP",(S)-β-macrocarpene,Class I
Q5GJ59,"(2E,6E)-FPP",τ-cadinol,Class I
Q5D7Q8,"(S)-2,3-epoxysqualene",β-amyrin,Class II
Q5CD82,(2E)-GPP,"1,8-cineole",Class I
Q58GE8,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
Q58GE8,(2E)-GPP,β-myrcene,Class I
Q55D85,"(S)-2,3-epoxysqualene",cycloartenol,Class II
Q55012,"(2E,6E)-FPP",pentalenene,Class I
Q54DR1,"(2E,6E)-FPP",squalene,prenyl
Q54BE5,"(2E,6E)-FPP",discoidol,Class I
Q52QW5,"(2E,6E,10E)-GGPP",15-cis-phytoene,prenyl
Q50L36,dimethylallyl PP,isoprene,Class I
Q4WR16,"(S)-2,3-epoxysqualene","(17Z)-protosta-17(20),24-dien-3β-ol",Class II
Q4WQ95,"(S)-2,3-epoxysqualene",lanosterol,Class II
Q4WES9,"(S)-2,3-epoxysqualene",lanosterol,Class II
Q4WAG4,"(2E,6E)-FPP",squalene,prenyl
Q4VP12,"(2E,6E)-FPP",(+)-δ-cadinene,Class I
Q4VP11,"(2E,6E)-FPP",(+)-δ-cadinene,Class I
Q4U3F7,"(2E,6E)-FPP",(+)-(R)-germacrene A,Class I
Q4U3F6,"(2E,6E)-FPP",α-copaene,Class I
Q4U3F6,"(2E,6E)-FPP",α-muurolene,Class I
Q4U3F6,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
Q4QSN6,(2E)-GPP,terpinolene,Class I
Q4QSN4,"(2E,6E)-FPP",(E)-γ-bisabolene,Class I
Q4QSN3,(2E)-GPP,(−)-α-pinene,Class I
Q4QSN3,(2E)-GPP,(−)-camphene,Class I
Q4KSH9,"(2E,6E)-FPP",(+)-α-barbatene,Class I
Q4KSH9,"(2E,6E)-FPP",(+)-thujopsene,Class I
Q4KSH9,"(2E,6E)-FPP",(+)-β-chamigrene,Class I
Q4JHN6,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
Q4JHG3,(2E)-GPP,geraniol,Class I
Q49SP7,"(2E,6E)-FPP",γ-curcumene,Class I
Q49SP6,"(2E,6E)-FPP",(−)-germacrene D,Class I
Q49SP5,"(2E,6E)-FPP",(+)-(R)-germacrene A,Class I
Q49SP4,"(2E,6E)-FPP",(−)-germacrene D,Class I
Q49SP3,"(2E,6E)-FPP",patchoulol,Class I
Q49SP3,"(2E,6E)-FPP",α-guaiene,Class I
Q49SP3,"(2E,6E)-FPP",δ-guaiene,Class I
Q45220,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
Q43714,"(2E,6E)-FPP",(+)-δ-cadinene,Class I
Q43315,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
Q43315,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
Q43133,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
Q43133,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
Q43133,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
Q42698,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
Q42698,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
Q42698,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
Q41771,"(2E,6E,10E)-GGPP",ent-copalyl diphosphate,Class II
Q41594,"(2E,6E,10E)-GGPP","taxa-4,11-diene",Class I
Q40577,"(2E,6E)-FPP",(+)-5-epi-aristolochene,Class I
Q40322,(2E)-GPP,(4S)-limonene,Class I
Q401R6,"(S)-2,3-epoxysqualene",β-amyrin,Class II
Q401R5,"(S)-2,3-epoxysqualene",β-amyrin,Class II
Q3IPL1,"(2E,6E,10E)-GGPP; isopentenyl PP",all-trans-pentaprenyl diphosphate(3−),prenyl
Q3IPL1,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
Q3IPL1,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
Q3IPL1,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
Q39978,"(2E,6E)-FPP",premnaspirodiene,Class I
Q39761,"(2E,6E)-FPP",(+)-δ-cadinene,Class I
Q39760,"(2E,6E)-FPP",(+)-δ-cadinene,Class I
Q39548,ent-copalyl diphosphate,ent-kaurene,Class I
Q38802,"(2E,6E,10E)-GGPP",ent-copalyl diphosphate,Class II
Q38710,"(2E,6E,10E)-GGPP","5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−)",Class II
Q38710,(+)-copalyl diphosphate,"abieta-7,13-diene",Class I
Q38710,(+)-copalyl diphosphate,neoabietadiene,Class I
Q32W37,"(2E,6E)-FPP",(+)-germacrene D,Class I
Q32KR6,"(2E,6E)-FPP",squalene,prenyl
Q32KR6,presqualene PP,squalene,prenyl
Q308N0,(2E)-GPP,geraniol,Class I
Q2XSC6,(2E)-GPP,(4R)-limonene,Class I
Q2XSC5,(2E)-GPP,(R)-linalool,Class I
Q2XSC4,"(2E,6E)-FPP",(−)-exo-α-bergamotene,Class I
Q2XPU7,"(S)-2,3-epoxysqualene",lupeol,Class II
Q2XPU6,"(S)-2,3-epoxysqualene",cycloartenol,Class II
Q2WGL8,"(S)-2,3-epoxysqualene",β-amyrin,Class II
Q2WGL7,"(S)-2,3-epoxysqualene",lupeol,Class II
Q2WGL6,"(S)-2,3-epoxysqualene",cycloartenol,Class II
Q2R712,"(S)-2,3-epoxysqualene",achilleol B,Class II
Q2QQJ5,ent-copalyl diphosphate,"ent-sandaracopimara-8(14),15-diene",Class I
Q2QQJ5,9α-copalyl PP,"(12E)-9α-labda-8(17),12,14-triene",Class I
Q2QLV9,"(2E,6E,10E)-GGPP",15-cis-phytoene,prenyl
Q2NM15,"(2E,6E)-FPP",trans-β-farnesene,Class I
Q2NM15,"(2E,6E)-FPP",α-copaene,Class I
Q2NM15,"(2E,6E)-FPP",(−)-exo-α-bergamotene,Class I
Q2NM15,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
Q2NM15,"(2E,6E)-FPP",δ-cadinene,Class I
Q2NM15,"(2E,6E)-FPP",(+)-germacrene D,Class I
Q2NM15,"(2E,6E)-FPP",zingiberene,Class I
Q2NM15,"(2E,6E)-FPP",α-muurolene,Class I
Q2NM15,"(2E,6E)-FPP",(S)-β-bisabolene,Class I
Q2NM15,"(2E,6E)-FPP",β-sesquiphellandrene,Class I
Q2NM15,"(2E,6E)-FPP",sesquisabinene A,Class I
Q2FV59,"(2E,6E)-FPP","15-cis-4,4'-diapophytoene",prenyl
Q29VN3,"(2E,6E)-FPP",α-copaene,Class I
Q29VN3,"(2E,6E)-FPP",(+)-germacrene D,Class I
Q29VN3,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
Q29VN3,"(2E,6E)-FPP",δ-cadinene,Class I
Q29VN2,"(2E,6E)-FPP","(3S,6E)-nerolidol",Class I
Q29VN2,"(2E,6E,10E)-GGPP",geranyllinalool,Class I
Q29VN2,(2E)-GPP,(S)-linalool,Class I
Q20HU7,(2E)-GPP,(4S)-limonene,Class I
Q1XBU5,(2E)-GPP,(R)-linalool,Class I
Q1XBU5,"(2E,6E)-FPP",(6E)-nerolidol,Class I
Q1XBU4,(2E)-GPP,β-phellandrene,Class I
Q1PDD2,"(2E,6E)-FPP",(−)-germacrene A,Class I
Q1G1A4,"(S)-2,3-epoxysqualene",lanosterol,Class II
Q1ERD3,"(S)-2,3-epoxysqualene",lanosterol,Class II
Q1EG72,"(2E,6E)-FPP",(S)-β-macrocarpene,Class I
Q1EG72,(2E)-GPP,β-myrcene,Class I
Q1AHB2,9α-copalyl PP,stemod-13(17)-ene,Class I
Q12051,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
Q10231,"(S)-2,3-epoxysqualene",lanosterol,Class II
Q0VHD6,"(2E,6E)-FPP",(+)-germacrene D,Class I
Q0JF02,"(2E,6E,10E)-GGPP",9α-copalyl diphosphate,Class II
Q0JEZ8,9α-copalyl PP,"9β-pimara-7,15-diene",Class I
Q0JA82,ent-copalyl diphosphate,ent-kaurene,Class I
Q0E088,ent-copalyl diphosphate,"ent-cassa-12,15-diene",Class I
Q09152,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
Q09152,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
Q08IT1,"(S)-2,3-epoxysqualene",dammarenediol-II,Class II
Q08291,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
Q04782,"(S)-2,3-epoxysqualene",lanosterol,Class II
Q03471,"(2E,6E)-FPP",(+)-aristolochene,Class I
Q02769,"(2E,6E)-FPP",squalene,prenyl
Q00G37,ent-copalyl diphosphate,"ent-cassa-12,15-diene",Class I
Q00909,"(2E,6E)-FPP",trichodiene,Class I
Q00835,"(2E,6E)-FPP",trichodiene,Class I
PhTS-1,"(2E,6E)-FPP",(-)-germacrene D,Class I
PhTS-1,(2E)-GPP,β-myrcene,Class I
PhTS-1,(2E)-GPP,(E)-β-ocimene,Class I
PhTS-1,(2E)-GPP,α-phellandrene,Class I
PhTS-1,(2E)-GPP,β-terpinene,Class I
PhTS-1,(2E)-GPP,sylvestrene,Class I
PbTC-1,"(2E,6E,10E)-GGPP",elisabethatriene,Class I
PbTC-1,"(2E,6E)-FPP",nephthene,Class I
PbTC-1,(2E)-GPP,geraniol,Class I
P9WKH1,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
P9WEY7,"(2E,6E)-FPP",γ-muurolene,Class I
P9WEY7,(2E)-GPP,β-myrcene,Class I
P9WEX3,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
P9WEX3,dimethylallyl PP; isopentenyl PP,"2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
P9WEX3,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
P9WEW2,"(2E,6E)-FPP",Δ6-protoilludene,Class I
P9WEW2,"(2E,6E)-FPP",(−)-β-elemene,Class I
P9WEW2,"(2E,6E)-FPP",Δ6-protoilludene,Class I
P9WEW2,"(2E,6E)-FPP",(−)-β-elemene,Class I
P9WEW2,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
P9WEW2,"(2E,6E)-FPP",(+)-β-selinene,Class I
P9WEW2,"(2E,6E)-FPP",α-selinene,Class I
P9WEW1,"(2E,6E)-FPP",Δ6-protoilludene,Class I
P9WEW1,"(2E,6E)-FPP",(−)-β-elemene,Class I
P9WEW1,"(2E,6E)-FPP",Δ6-protoilludene,Class I
P9WEW1,"(2E,6E)-FPP",(−)-β-elemene,Class I
P9WEW1,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
P9WEW1,"(2E,6E)-FPP",(+)-β-selinene,Class I
P9WEW1,"(2E,6E)-FPP",α-selinene,Class I
P9WEW0,"(2E,6E)-FPP",Δ6-protoilludene,Class I
P9WEW0,"(2E,6E)-FPP",Δ6-protoilludene,Class I
P9WEW0,"(2E,6E)-FPP",(−)-β-elemene,Class I
P9WEW0,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
P9WEW0,"(2E,6E)-FPP",(+)-β-selinene,Class I
P9WEW0,"(2E,6E)-FPP",α-selinene,Class I
P9WEV7,"(2E,6E,10E)-GGPP","(5R,12R,14S)-dolasta-1(15),8-diene",Class I
P9WEV7,"(2E,6E,10E)-GGPP",delta-araneosene,Class I
P9WEV7,dimethylallyl PP; isopentenyl PP,"2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
P9WEV6,"(2E,6E,10E)-GGPP",phomopsene,Class I
P9WEV6,"isopentenyl PP; (2E,6E)-FPP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
P9WEV2,dimethylallyl PP; 4 isopentenyl PP,all-trans-pentaprenyl diphosphate(3−),prenyl
P9WEV2,"(2E,6E,10E,14E)-GFPP",preaspterpenacid acid I,Class I
P9WEQ2,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
P9WEQ2,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
P9WEQ2,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
P9WEP0,"(2E,6E,10E,14E)-GFPP",aspergiltriene A,Class I
P9WEP0,"(2E,6E,10E,14E)-GFPP",aspergildiene A,Class I
P9WEP0,"(2E,6E,10E,14E)-GFPP",aspergildiene B,Class I
P9WEP0,"(2E,6E,10E,14E)-GFPP",aspergildiene C,Class I
P9WEP0,"(2E,6E,10E,14E)-GFPP",aspergildiene D,Class I
P9WEP0,"(2E,6E,10E)-GGPP; isopentenyl PP",all-trans-pentaprenyl diphosphate(3−),prenyl
P9WEP0,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
P95999,"isopentenyl PP; (2E,6E)-FPP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
P93665,"(2E,6E)-FPP",(+)-δ-cadinene,Class I
P84466,"(S)-2,3-epoxysqualene",lanosterol,Class II
P80042,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
P80042,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
P80042,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
P78589,"(2E,6E)-FPP",squalene,prenyl
P59287,"(2E,6E,10E)-GGPP",casbene,Class I
P56966,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
P55350,"(2E,6E)-FPP",presqualene diphosphate(3−),prenyl
P55348,squalene,hop-22(29)-ene,Class II
P55348,squalene,hopan-22-ol,Class II
P54976,"isopentenyl PP; (2E,6E)-FPP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
P54975,"(2E,6E,10E)-GGPP",15-cis-phytoene,prenyl
P54924,squalene,hop-22(29)-ene,Class II
P54924,squalene,hopan-22-ol,Class II
P53800,"(2E,6E)-FPP",squalene,prenyl
P53799,"(2E,6E)-FPP",squalene,prenyl
P53798,"(2E,6E)-FPP",squalene,prenyl
P53797,"(2E,6E,10E)-GGPP",phytoene,prenyl
P49352,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
P49352,dimethylallyl PP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
P49352,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
P49351,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
P49351,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
P49350,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
P49350,dimethylallyl PP; isopentenyl PP,"2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
P49085,"(2E,6E,10E)-GGPP",15-cis-phytoene,prenyl
P48450,"(S)-2,3-epoxysqualene",lanosterol,Class II
P48449,"(S)-2,3-epoxysqualene",lanosterol,Class II
P39464,"isopentenyl PP; (2E,6E)-FPP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
P38605,"(S)-2,3-epoxysqualene",cycloartenol,Class II
P38604,"(S)-2,3-epoxysqualene",lanosterol,Class II
P37295,"(2E,6E,10E)-GGPP",15-cis-phytoene,prenyl
P37294,"(2E,6E,10E)-GGPP",15-cis-phytoene,prenyl
P37272,"(2E,6E,10E)-GGPP",prephytoene diphosphate,prenyl
P37272,prephytoene PP,15-cis-phytoene,prenyl
P37271,"(2E,6E,10E)-GGPP",15-cis-phytoene,prenyl
P37269,"(2E,6E,10E)-GGPP",prephytoene diphosphate,prenyl
P37269,prephytoene PP,15-cis-phytoene,prenyl
P37268,"(2E,6E)-FPP",presqualene diphosphate(3−),prenyl
P36596,"(2E,6E)-FPP",squalene,prenyl
P34802,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
P34802,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
P34802,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
P33990,squalene,hop-22(29)-ene,Class II
P33990,squalene,hopan-22-ol,Class II
P33247,squalene,hop-22(29)-ene,Class II
P33247,squalene,hopan-22-ol,Class II
P29704,"(2E,6E)-FPP",squalene,prenyl
P27679,"(2E,6E)-FPP",trichodiene,Class I
P24322,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
P24322,dimethylallyl PP; isopentenyl PP,"2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
P24322,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
P22939,dimethylallyl PP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
P22873,"isopentenyl PP; (2E,6E)-FPP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
P21684,prephytoene PP,phytoene,prenyl
P21683,"(2E,6E,10E)-GGPP",15-cis-phytoene,prenyl
P17060,prephytoene PP,phytoene,prenyl
P14324,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
P14324,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
P13513,"(2E,6E)-FPP",trichodiene,Class I
P0DPK6,"(2E,6E,10E)-GGPP",(−)-spiroviolene,Class I
P0DL13,"(2E,6E)-FPP",Δ6-protoilludene,Class I
P0DI77,(2E)-GPP,"1,8-cineole",Class I
P0DI77,(2E)-GPP,sabinene,Class I
P0DI77,(2E)-GPP,β-myrcene,Class I
P0DI77,(2E)-GPP,(−)-β-pinene,Class I
P0DI77,(2E)-GPP,(4S)-limonene,Class I
P0DI77,(2E)-GPP,(E)-β-ocimene,Class I
P0DI77,(2E)-GPP,α-terpineol,Class I
P0DI77,(2E)-GPP,(−)-α-pinene,Class I
P0DI77,(2E)-GPP,terpinolene,Class I
P0DI77,(2E)-GPP,(+)-α-thujene,Class I
P0DI76,(2E)-GPP,"1,8-cineole",Class I
P0DI76,(2E)-GPP,sabinene,Class I
P0DI76,(2E)-GPP,β-myrcene,Class I
P0DI76,(2E)-GPP,(−)-β-pinene,Class I
P0DI76,(2E)-GPP,(4S)-limonene,Class I
P0DI76,(2E)-GPP,(E)-β-ocimene,Class I
P0DI76,(2E)-GPP,α-terpineol,Class I
P0DI76,(2E)-GPP,(−)-α-pinene,Class I
P0DI76,(2E)-GPP,terpinolene,Class I
P0DI76,(2E)-GPP,(+)-α-thujene,Class I
P0CV96,"(2E,6E)-FPP","(3S,6E)-nerolidol",Class I
P0CV96,(2E)-GPP,linalool,Class I
P0CV95,"(2E,6E)-FPP","(3S,6E)-nerolidol",Class I
P0CV95,(2E)-GPP,(S)-linalool,Class I
P0CV94,"(2E,6E)-FPP","(3S,6E)-nerolidol",Class I
P0CV94,(2E)-GPP,(S)-linalool,Class I
